NAME,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE
ITT TECHNICAL INSTITUTE-SPOKANE VALLEY,SPOKANE VALLEY,WA,USA,47.675301604,-117.222212588
TRINITY LUTHERAN COLLEGE,EVERETT,WA,USA,47.980328001,-122.207662543
EVEREST COLLEGE-VANCOUVER,VANCOUVER,WA,USA,45.621523305,-122.536461769
ITT TECHNICAL INSTITUTE-SYLMAR,SYLMAR,CA,USA,34.2994735120001,-118.474120771
ITT TECHNICAL INSTITUTE-ORLAND PARK,ORLAND PARK,IL,USA,41.5534200000001,-87.899751
ITT TECHNICAL INSTITUTE-LATHROP,LATHROP,CA,USA,37.809422495,-121.294377406
ICDC COLLEGE,HUNTINGTON PARK,CA,USA,34.097075218,-118.307809148
ITT TECHNICAL INSTITUTE-GREEN BAY,GREEN BAY,WI,USA,44.553214462,-88.105984902
ITT TECHNICAL INSTITUTE-LEVITTOWN,LEVITTOWN,PA,USA,40.116171143,-74.960449365
AMERICAN BROADCASTING SCHOOL-ARLINGTON,ARLINGTON,TX,USA,32.7532080880001,-97.0619732279999
PAUL MITCHELL THE SCHOOL-SANTA BARBARA,SANTA BARBARA,CA,USA,34.4183587480001,-119.695406591
ITT TECHNICAL INSTITUTE-PLYMOUTH MEETING,PLYMOUTH MEETING,PA,USA,40.10222285,-75.410406517
ITT TECHNICAL INSTITUTE-DULUTH,DULUTH,GA,USA,34.0428751590001,-84.1765261209999
ITT TECHNICAL INSTITUTE-HILLIARD,HILLIARD,OH,USA,40.0307589760001,-83.121728903
MILAN INSTITUTE OF COSMETOLOGY-SAN ANTONIO WALZEM,SAN ANTONIO,TX,USA,29.511566852,-98.3828649549999
BLUE SKY SCHOOL OF PROFESSIONAL MASSAGE AND THERAPEUTIC BODYWORK,GRAFTON,WI,USA,43.308723178,-87.9575650369999
SHEAR ACADEMY,CROSSVILLE,TN,USA,35.9529162160001,-85.035239588
ITT TECHNICAL INSTITUTE-WARRENSVILLE HEIGHTS,WARRENSVILLE HEIGHTS,OH,USA,41.4321860860001,-81.498836599
ALVAREITAS COLLEGE OF COSMETOLOGY-BELLEVILLE,BELLEVILLE,IL,USA,38.5459559710001,-90.03298394
REGENCY BEAUTY INSTITUTE-DARIEN,DARIEN,IL,USA,41.753244608,-87.971946359
REGENCY BEAUTY INSTITUTE-AURORA,AURORA,IL,USA,41.764928572,-88.2092025059999
REGENCY BEAUTY INSTITUTE-MADISON,MADISON,WI,USA,43.1294798500001,-89.295202352
STATE CENTER COMMUNITY COLLEGE DISTRICT,FRESNO,CA,USA,36.7688652310001,-119.792585408
ITT TECHNICAL INSTITUTE-STRONGSVILLE,STRONGSVILLE,OH,USA,41.3498240810001,-81.807454273
REGENCY BEAUTY INSTITUTE-COLUMBIA,COLUMBIA,SC,USA,34.0705818060001,-81.15883798
PIVOT POINT ACADEMY-EVANSTON,EVANSTON,IL,USA,42.045852584,-87.682259089
SAINT MARY'S COLLEGE,NOTRE DAME,IN,USA,41.708157,-86.258632
BRIGHTWOOD COLLEGE-HAMMOND,HAMMOND,IN,USA,41.5708002100001,-87.474172487
TAYLOR UNIVERSITY,UPLAND,IN,USA,40.4583819710001,-85.4969064159999
CHOFFIN CAREER  AND TECHNICAL CENTER,YOUNGSTOWN,OH,USA,41.1008465780001,-80.6443931439999
CINCINNATI CHRISTIAN UNIVERSITY,CINCINNATI,OH,USA,39.1123962280001,-84.554751627
UNIVERSITY OF CINCINNATI-BLUE ASH COLLEGE,BLUE ASH,OH,USA,39.2329946630001,-84.40043789
OHIO UNIVERSITY-MAIN CAMPUS,ATHENS,OH,USA,39.3238390000001,-82.103503
OHIO VALLEY COLLEGE OF TECHNOLOGY,EAST LIVERPOOL,OH,USA,40.6575819760001,-80.574913819
OHIO WESLEYAN UNIVERSITY,DELAWARE,OH,USA,40.29660267,-83.069970234
OTTERBEIN UNIVERSITY,WESTERVILLE,OH,USA,40.125368,-82.936347
PARAMOUNT BEAUTY ACADEMY,PORTSMOUTH,OH,USA,38.739038657,-82.9793505009999
WILBERFORCE UNIVERSITY,WILBERFORCE,OH,USA,39.707993,-83.879358
WRIGHT STATE UNIVERSITY-MAIN CAMPUS,DAYTON,OH,USA,39.7806340220001,-84.0648814369999
XAVIER UNIVERSITY,CINCINNATI,OH,USA,39.149291373,-84.477647507
OKLAHOMA WESLEYAN UNIVERSITY,BARTLESVILLE,OK,USA,36.7177516080001,-95.954124211
SOUTHERN NAZARENE UNIVERSITY,BETHANY,OK,USA,35.5132953510001,-97.629504321
PONTOTOC TECHNOLOGY CENTER,ADA,OK,USA,34.751856,-96.681819
LANGSTON UNIVERSITY,LANGSTON,OK,USA,35.9439530000001,-97.260263
STANDARD BEAUTY COLLEGE OF OKLAHOMA,JENKS,OK,USA,36.1382756960001,-96.109825384
UNIVERSITY OF SCIENCE AND ARTS OF OKLAHOMA,CHICKASHA,OK,USA,35.031392,-97.9564099999999
INDIAN CAPITAL TECHNOLOGY CENTER-TAHLEQUAH,TAHLEQUAH,OK,USA,35.920192221,-94.991468819
THE ART INSTITUTE OF PORTLAND,PORTLAND,OR,USA,45.5241163050001,-122.682643521
BEAU MONDE COLLEGE OF HAIR DESIGN,PORTLAND,OR,USA,45.516918972,-122.686506375
NORTHWEST CHRISTIAN UNIVERSITY,EUGENE,OR,USA,44.047483261,-123.07975385
EMPIRE BEAUTY  SCHOOL-LEHIGH VALLEY,WHITEHALL,PA,USA,40.6300600870001,-75.4854707809999
EMPIRE BEAUTY SCHOOL-GWINNETT,LAWRENCEVILLE,GA,USA,33.9398483370001,-84.1238595889999
HOLY FAMILY UNIVERSITY,PHILADELPHIA,PA,USA,40.060580562,-74.986450787
HUSSIAN COLLEGE SCHOOL OF ART,PHILADELPHIA,PA,USA,39.9528510000001,-75.1472919999999
BRIGHTWOOD CAREER INSTITUTE-PITTSBURGH,PITTSBURGH,PA,USA,40.4374930860001,-80.002366566
MANOR COLLEGE,JENKINTOWN,PA,USA,40.086409093,-75.1037487099999
MANSFIELD UNIVERSITY OF PENNSYLVANIA,MANSFIELD,PA,USA,41.8079460000001,-77.0715269999999
MESSIAH COLLEGE,MECHANICSBURG,PA,USA,40.15867,-76.988492
BENEDICT COLLEGE,COLUMBIA,SC,USA,34.012941105,-81.020403109
JOHN A GUPTON COLLEGE,NASHVILLE,TN,USA,36.1566030000001,-86.7948003079999
PAUL MITCHELL THE SCHOOL-MURFREESBORO,MURFREESBORO,TN,USA,36.0379405310001,-86.641025624
OGLE SCHOOL HAIR SKIN NAILS-FT WORTH,FORT WORTH,TX,USA,32.673847,-97.380376
PRAIRIE VIEW A & M UNIVERSITY,PRAIRIE VIEW,TX,USA,30.094591,-95.992066
AVIATION INSTITUTE OF MAINTENANCE-HOUSTON,HOUSTON,TX,USA,29.6585196230001,-95.2826203129999
RICHLAND COLLEGE,DALLAS,TX,USA,32.9221411190001,-96.7305053859999
BRIGHTWOOD COLLEGE-MCALLEN,MCALLEN,TX,USA,26.186108996,-98.2070668269999
SAN ANTONIO COLLEGE,SAN ANTONIO,TX,USA,29.4480116030001,-98.487809759
SEGUIN BEAUTY SCHOOL-SEGUIN,SEGUIN,TX,USA,29.5690919050001,-97.964446728
ST. MARY'S UNIVERSITY,SAN ANTONIO,TX,USA,29.4531348290001,-98.5612897029999
SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-WESLACO,WESLACO,TX,USA,26.173250432,-97.967153083
THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,HOUSTON,TX,USA,29.7028730070001,-95.4031830659999
UNIVERSITY OF HOUSTON-SYSTEM ADMINISTRATION,HOUSTON,TX,USA,29.720086,-95.345247
WAYLAND BAPTIST UNIVERSITY,PLAINVIEW,TX,USA,34.1867301070001,-101.725728309
AMERITECH COLLEGE-PROVO,PROVO,UT,USA,40.2567954360001,-111.662395485
BRIGHAM YOUNG UNIVERSITY-PROVO,PROVO,UT,USA,40.2508510000001,-111.649281
UTAH STATE UNIVERSITY,LOGAN,UT,USA,41.7407480000001,-111.81391
UTAH VALLEY UNIVERSITY,OREM,UT,USA,40.2785117010001,-111.717057774
SAINT MICHAEL'S COLLEGE,COLCHESTER,VT,USA,44.4942120000001,-73.163136
SIT GRADUATE INSTITUTE,BRATTLEBORO,VT,USA,42.891035,-72.56738
VERMONT STATE COLLEGES-OFFICE OF THE CHANCELLOR,MONTPELIER,VT,USA,44.338044,-72.756166
VERMONT TECHNICAL COLLEGE,RANDOLPH,VT,USA,43.9393210000001,-72.605179
PAUL MITCHELL THE SCHOOL-ROANOKE,ROANOKE,VA,USA,37.237642888,-79.9688538949999
CENTRAL SCHOOL OF PRACTICAL NURSING,NORFOLK,VA,USA,36.869408707,-76.2095282459999
SUFFOLK BEAUTY ACADEMY,SUFFOLK,VA,USA,36.739510109,-76.5639276639999
BRYANT & STRATTON COLLEGE-VIRGINIA BEACH,VIRGINIA BEACH,VA,USA,36.827789593,-76.138143925
BRYANT & STRATTON COLLEGE-RICHMOND,NORTH CHESTERFIELD,VA,USA,37.4604143620001,-77.542138864
JEFFERSON COLLEGE OF HEALTH SCIENCES,ROANOKE,VA,USA,37.2652819470001,-79.94073006
CENTURA COLLEGE-VIRGINIA BEACH,VIRGINIA BEACH,VA,USA,36.83764131,-76.064502708
EMORY & HENRY COLLEGE,EMORY,VA,USA,36.772543,-81.831737
HAMPTON UNIVERSITY,HAMPTON,VA,USA,37.0215020000001,-76.3319329999999
EVEREST COLLEGE-NEWPORT NEWS,NEWPORT NEWS,VA,USA,37.0843421530001,-76.465239877
AMERICAN NATIONAL UNIVERSITY,SALEM,VA,USA,37.29971448,-80.023596647
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,CHARLOTTESVILLE,VA,USA,38.0339770000001,-78.5118449999999
WILSON WORKFORCE AND REHABILITATION CENTER,FISHERSVILLE,VA,USA,38.117932223,-78.991262117
SEATTLE CENTRAL COLLEGE,SEATTLE,WA,USA,47.6166751650001,-122.321472157
EVEREST COLLEGE-SEATTLE,SEATTLE,WA,USA,47.708422516,-122.333346259
SEATTLE UNIVERSITY,SEATTLE,WA,USA,47.610137895,-122.319699905
SPOKANE FALLS COMMUNITY COLLEGE,SPOKANE,WA,USA,47.676741238,-117.463537709
WALLA WALLA COMMUNITY COLLEGE,WALLA WALLA,WA,USA,46.0782041000001,-118.278994761
WALLA WALLA UNIVERSITY,COLLEGE PLACE,WA,USA,46.046999751,-118.389770732
APPALACHIAN BIBLE COLLEGE,MOUNT HOPE,WV,USA,37.8533390000001,-81.20115
OPPORTUNITIES INDUSTRIALIZATION CENTER,FAIRMONT,WV,USA,39.485033313,-80.144976227
WEST VIRGINIA UNIVERSITY AT PARKERSBURG,PARKERSBURG,WV,USA,39.2163790000001,-81.5061919999999
ACADEMY OF CAREERS AND TECHNOLOGY,BECKLEY,WV,USA,37.7997750000001,-81.1686089999999
SALEM INTERNATIONAL UNIVERSITY,SALEM,WV,USA,39.2886318710001,-80.571766971
FRED W EBERLE TECHNICAL CENTER,BUCKHANNON,WV,USA,39.0019080000001,-80.2252779999999
WEST VIRGINIA STATE UNIVERSITY,INSTITUTE,WV,USA,38.3790020000001,-81.76802
WEST VIRGINIA UNIVERSITY HOSPITAL DEPARTMENTS OF RAD TECH AND NUTRITION,MORGANTOWN,WV,USA,39.650535,-79.964727
WEST LIBERTY UNIVERSITY,WEST LIBERTY,WV,USA,40.1644170000001,-80.602256
WEST VIRGINIA UNIVERSITY,MORGANTOWN,WV,USA,39.6346800000001,-79.953926
WOOD COUNTY SCHOOL OF PRACTICAL NURSING,PARKERSBURG,WV,USA,39.312444,-81.5366969999999
VICI AVEDA INSTITUTE,GREENFIELD,WI,USA,42.969137506,-88.0478409999999
UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,USA,43.0738575330001,-89.405356463
UNIVERSITY OF WISCONSIN-STEVENS POINT,STEVENS POINT,WI,USA,44.5295820000001,-89.570934
UNIVERSITY OF PUERTO RICO-RIO PIEDRAS,SAN JUAN,PR,PRI,18.4030270000001,-66.045875
UNIVERSIDAD DEL ESTE,CAROLINA,PR,PRI,18.43114,-66.0159629999999
UNIVERSIDAD CENTRAL DEL CARIBE,BAYAMON,PR,PRI,18.3674050000001,-66.154522
UNIVERSIDAD POLITECNICA DE PUERTO RICO,HATO REY,PR,PRI,18.422502928,-66.0553977989999
CORTIVA INSTITUTE-CHICAGO,CHICAGO,IL,USA,41.8824305640001,-87.627382871
ANTIOCH UNIVERSITY-NEW ENGLAND,KEENE,NH,USA,42.9323439560001,-72.2937984119999
MID-AMERICA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,USA,35.347784941,-97.578296848
FRANCIS TUTTLE TECHNOLOGY CENTER,OKLAHOMA CITY,OK,USA,35.600519982,-97.64067195
CARRINGTON COLLEGE-PORTLAND,PORTLAND,OR,USA,45.5323564,-122.653583478
BRIGHTWOOD COLLEGE-NASHVILLE,NASHVILLE,TN,USA,36.1429657370001,-86.701518876
NATIONAL UNIVERSITY COLLEGE-CAGUAS,CAGUAS,PR,PRI,18.212223614,-66.050683695
UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES-SAN ANTONIO PERRIN,SAN ANTONIO,TX,USA,29.5437961760001,-98.412978607
CARRINGTON COLLEGE-SAN LEANDRO,SAN LEANDRO,CA,USA,37.7012158430001,-122.125819448
LANDMARK COLLEGE,PUTNEY,VT,USA,42.9771720000001,-72.512549
AUSTIN GRADUATE SCHOOL OF THEOLOGY,AUSTIN,TX,USA,30.343788354,-97.7117063539999
FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE PRACTICAL NURSING PROGRAM,UNIONTOWN,PA,USA,39.8609759490001,-79.7417175209999
OGLE SCHOOL HAIR SKIN NAILS-HURST,HURST,TX,USA,32.821696188,-97.20154344
FIDM-FASHION INSTITUTE OF DESIGN & MERCHANDISING-SAN DIEGO,SAN DIEGO,CA,USA,32.708895,-117.155134495
ECPI UNIVERSITY,VIRGINIA BEACH,VA,USA,36.8425331350001,-76.178774892
PAUL MITCHELL THE SCHOOL-HOUSTON,HOUSTON,TX,USA,29.7858684010001,-95.55972338
SOUTH UNIVERSITY-COLUMBIA,COLUMBIA,SC,USA,34.098041623,-80.961839116
GREENE COUNTY CAREER AND TECHNOLOGY CENTER,WAYNESBURG,PA,USA,39.895622389,-80.1500200199999
KAPLAN UNIVERSITY-DAVENPORT CAMPUS,DAVENPORT,IA,USA,41.555024228,-90.5506822999999
KAPLAN UNIVERSITY-CEDAR FALLS CAMPUS,CEDAR FALLS,IA,USA,42.4745930450001,-92.4484194299999
PAUL MITCHELL THE SCHOOL-BOISE,BOISE,ID,USA,43.594478952,-116.286057756
PENNSYLVANIA INSTITUTE OF HEALTH AND TECHNOLOGY,MOUNT BRADDOCK,PA,USA,39.9454860000001,-79.645935
BRANDMAN UNIVERSITY,IRVINE,CA,USA,33.7936595250001,-117.851498942
HERITAGE COLLEGE-DENVER,DENVER,CO,USA,39.7825564950001,-105.059221484
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-ALLIANCE,ALLIANCE,OH,USA,40.902641988,-81.1520860959999
EVEREST COLLEGE-EVERETT,EVERETT,WA,USA,47.9093213090001,-122.220176394
RAPHAEL'S SCHOOL OF BEAUTY CULTURE INC-BRUNSWICK,BRUNSWICK,OH,USA,41.240193445,-81.804456578
UNIVERSITY OF ADVANCING TECHNOLOGY,TEMPE,AZ,USA,33.3777122870001,-111.976086812
PORTAGE LAKES CAREER CENTER,UNIONTOWN,OH,USA,40.9431220000001,-81.472008
CADDO KIOWA TECHNOLOGY CENTER,FORT COBB,OK,USA,35.1085630000001,-98.445444
BRIGHTWOOD COLLEGE-SAN ANTONIO-SAN PEDRO,SAN ANTONIO,TX,USA,29.5128224870001,-98.497103485
INTERCOAST COLLEGES-ANAHEIM,ANAHEIM,CA,USA,33.789371525,-117.893486129
LAS POSITAS COLLEGE,LIVERMORE,CA,USA,37.7111506140001,-121.801136103
OGEECHEE TECHNICAL COLLEGE,STATESBORO,GA,USA,32.395767,-81.818517
MERCY-ST LUKE'S SCHOOL OF RADIOLOGIC TECHNOLOGY,CEDAR RAPIDS,IA,USA,41.9855522570001,-91.66060939
MERCER COUNTY CAREER CENTER,MERCER,PA,USA,41.250851416,-80.248613641
BAPTIST THEOLOGICAL SEMINARY AT RICHMOND,HENRICO,VA,USA,37.5793434390001,-77.451757213
KAPLAN UNIVERSITY-DES MOINES CAMPUS,URBANDALE,IA,USA,41.6451603100001,-93.779588916
PINNACLE CAREER INSTITUTE-LAWRENCE,LAWRENCE,KS,USA,38.9416500300001,-95.2549880889999
NEW CASTLE BEAUTY ACADEMY,NEW CASTLE,PA,USA,40.9992930000001,-80.34192
COMMUNITY SERVICES DIVISION-ALLIANCE CITY,ALLIANCE,OH,USA,40.9267317630001,-81.1121948809999
CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY,PLEASANT GAP,PA,USA,40.882222832,-77.740422504
NORTHWEST EDUCATIONAL CENTER,HOUSTON,TX,USA,29.8142550000001,-95.473166
SEBRING CAREER SCHOOLS-HOUSTON,HOUSTON,TX,USA,29.7047440000001,-95.645773
PCI HEALTH TRAINING CENTER,DALLAS,TX,USA,32.820076,-96.876324
BRYANT & STRATTON COLLEGE-EASTLAKE,EASTLAKE,OH,USA,41.639255867,-81.435320024
XENON INTERNATIONAL ACADEMY-DENVER,AURORA,CO,USA,39.676307955,-104.848601971
SUNSTATE ACADEMY,CLEARWATER,FL,USA,27.9670406430001,-82.7326929669999
FORTIS COLLEGE-SMYRNA,SMYRNA,GA,USA,33.9013346740001,-84.488627853
KIAMICHI TECHNOLOGY CENTER-ATOKA,ATOKA,OK,USA,34.3953648950001,-96.1530292799999
KIAMICHI TECHNOLOGY CENTER-DURANT,DURANT,OK,USA,33.9459572160001,-96.406142975
KIAMICHI TECHNOLOGY CENTER-HUGO,HUGO,OK,USA,34.008320316,-95.494474177
KIAMICHI TECHNOLOGY CENTER-MCALESTER,MCALESTER,OK,USA,34.9241728280001,-95.745999158
YTI CAREER INSTITUTE-ALTOONA,ALTOONA,PA,USA,40.482438523,-78.396073112
EASTERN CENTER FOR ARTS AND TECHNOLOGY,WILLOW GROVE,PA,USA,40.158437103,-75.108648962
EMPIRE BEAUTY SCHOOL-CENTER CITY PHILADELPHIA,PHILADELPHIA,PA,USA,39.950931973,-75.16608
UNIVERSITY OF COSMETOLOGY ARTS & SCIENCES-SAN ANTONIO JAMAR,SAN ANTONIO,TX,USA,29.3913214930001,-98.560617582
TEXAS COLLEGE OF COSMETOLOGY-ABILENE,ABILENE,TX,USA,32.4485030720001,-99.747144631
VIRGINIA BEACH CITY PUBLIC SCHOOLS SCHOOL OF PRACTICAL NURSING,VIRGINIA BEACH,VA,USA,36.740901926,-76.0736903979999
NORTHWEST COLLEGE OF ART & DESIGN,POULSBO,WA,USA,47.710943,-122.604201
UNIVERSITY OF WASHINGTON-BOTHELL CAMPUS,BOTHELL,WA,USA,47.760717819,-122.191453794
UNIVERSITY OF WASHINGTON-TACOMA CAMPUS,TACOMA,WA,USA,47.2445862860001,-122.438031999
CENTRAL COAST COLLEGE,SALINAS,CA,USA,36.66959504,-121.655642525
PAUL MITCHELL THE SCHOOL-PROVO,PROVO,UT,USA,40.2404798320001,-111.642160803
UNIVERSITY OF PHOENIX-UTAH,SALT LAKE CITY,UT,USA,40.6538352360001,-111.904474435
OGLE SCHOOL HAIR SKIN NAILS-DALLAS,DALLAS,TX,USA,32.836838433,-96.75470053
SEATTLE VOCATIONAL INSTITUTE,SEATTLE,WA,USA,47.5997097850001,-122.303786643
BRIGHTWOOD COLLEGE-DALLAS,DALLAS,TX,USA,32.912092106,-96.892043584
FORTIS COLLEGE-RICHMOND,RICHMOND,VA,USA,37.5815373360001,-77.488454764
HACIENDA LA PUENTE ADULT EDUCATION,LA PUENTE,CA,USA,34.0441139070001,-117.979554723
SANDUSKY CAREER CENTER,SANDUSKY,OH,USA,41.4348300240001,-82.712060121
HOUSTON TRAINING SCHOOL-GULFGATE,HOUSTON,TX,USA,29.706138041,-95.304091843
ESTRELLA MOUNTAIN COMMUNITY COLLEGE,AVONDALE,AZ,USA,33.4807221090001,-112.343157543
FORTIS INSTITUTE-SCRANTON,SCRANTON,PA,USA,41.4171037410001,-75.651683324
MILAN INSTITUTE OF COSMETOLOGY-AMARILLO,AMARILLO,TX,USA,35.1850259330001,-101.808780278
MID-EASTCTC-ADULT EDUCATION,ZANESVILLE,OH,USA,39.9371918310001,-81.9760558199999
POLARIS CAREER CENTER,MIDDLEBURG HEIGHTS,OH,USA,41.364400243,-81.8324736869999
FORTIS COLLEGE-HOUSTON,HOUSTON,TX,USA,29.7242999850001,-95.4932158619999
SUMMIT COLLEGE,COLTON,CA,USA,34.054019655,-117.30974953
ADVANCE BEAUTY COLLEGE,GARDEN GROVE,CA,USA,33.759869183,-117.95258439
CANNELLA SCHOOL OF HAIR DESIGN-BLUE ISLAND,BLUE ISLAND,IL,USA,41.6577276240001,-87.679851045
VOLUNTEER BEAUTY ACADEMY-SYSTEM OFFICE,MADISON,TN,USA,36.2964870000001,-86.70135
OHIO STATE SCHOOL OF COSMETOLOGY-HEATH,HEATH,OH,USA,40.094918325,-82.923766386
NATIONWIDE BEAUTY ACADEMY,COLUMBUS,OH,USA,39.9850200000001,-83.1475349999999
SOUTHERN CAREERS INSTITUTE-CORPUS CHRISTI,CORPUS CHRISTI,TX,USA,27.6850395440001,-97.363145464
KIAMICHI TECHNOLOGY CENTER-STIGLER,STIGLER,OK,USA,35.2552160000001,-95.118294
DCI CAREER INSTITUTE,MONACA,PA,USA,40.6742545720001,-80.3140096449999
CENTRAL SUSQUEHANNA INTERMEDIATE UNIT LPN CAREER,LEWISBURG,PA,USA,40.8737764860001,-76.783493462
GRAHAM WEBB INTERNATIONAL ACADEMY OF HAIR,ARLINGTON,VA,USA,38.89514,-77.069339
NORTHWEST TECHNOLOGY CENTER-FAIRVIEW,FAIRVIEW,OK,USA,36.2619856960001,-98.496707181
BROWN MACKIE COLLEGE-FORT WAYNE,FORT WAYNE,IN,USA,41.1091316050001,-85.101965992
PAUL MITCHELL THE SCHOOL-WICHITA,WICHITA,KS,USA,37.6488053950001,-97.354567989
SOUTHERN CAREERS INSTITUTE-PHARR,PHARR,TX,USA,26.2112169640001,-98.201037733
ERIKSON INSTITUTE,CHICAGO,IL,USA,41.8902790000001,-87.632238
ROGER WILLIAMS UNIVERSITY SCHOOL OF LAW,BRISTOL,RI,USA,41.6509741620001,-71.261977961
HERITAGE COLLEGE-OKLAHOMA CITY,OKLAHOMA CITY,OK,USA,35.395974,-97.49427624
BROWN MACKIE COLLEGE-ATLANTA,ATLANTA,GA,USA,33.9374998010001,-84.354843204
CLEVELAND CLINIC HEALTH SYSTEM-SCHOOL OF DIAGNOSTIC IMAGING,EUCLID,OH,USA,41.5962866150001,-81.5491765049999
REMINGTON COLLEGE-MEMPHIS CAMPUS,MEMPHIS,TN,USA,35.0714034390001,-89.989881337
UNIVERSITY OF PHOENIX-SOUTH CAROLINA,COLUMBIA,SC,USA,34.0988452820001,-80.9558515539999
ARGOSY UNIVERSITY-THE ART INSTITUTE OF CALIFORNIA-INLAND EMPIRE,SAN BERNARDINO,CA,USA,34.0703412280001,-117.272212257
WEST HILLS COLLEGE-LEMOORE,LEMOORE,CA,USA,36.2924310000001,-119.823866
STAUTZENBERGER COLLEGE-BRECKSVILLE,BRECKSVILLE,OH,USA,41.288778705,-81.643205903
MILLER-MOTTE TECHNICAL COLLEGE-MADISON,MADISON,TN,USA,36.3172900000001,-86.7033759999999
RASMUSSEN COLLEGE-ILLINOIS,ROCKFORD,IL,USA,42.267627663,-88.9988539999999
INTERNATIONAL INSTITUTE FOR RESTORATIVE PRACTICES,BETHLEHEM,PA,USA,40.6216808830001,-75.381743539
ARGOSY UNIVERSITY-DENVER,DENVER,CO,USA,39.735600564,-104.98581906
AUTOMOTIVE TRAINING CENTER-WARMINSTER,WARMINSTER,PA,USA,40.199794539,-75.073577691
EMPIRE BEAUTY SCHOOL-MILWAUKEE,MILWAUKEE,WI,USA,42.9425601500001,-87.950451694
HUNTSVILLE BIBLE COLLEGE,HUNTSVILLE,AL,USA,34.7503630000001,-86.594888
BEAUMONT ADULT SCHOOL,BEAUMONT,CA,USA,33.9513645550001,-116.964728476
MAKE-UP DESIGNORY,BURBANK,CA,USA,34.1802380890001,-118.308335522
GNOMON SCHOOL OF VISUAL EFFECTS,HOLLYWOOD,CA,USA,34.0900935780001,-118.329105735
VALLEY COLLEGE OF MEDICAL CAREERS,WEST HILLS,CA,USA,34.222009589,-118.605391274
SUCCESS SCHOOLS,MERRILLVILLE,IN,USA,41.469617713,-87.358015698
DAYTON SCHOOL OF MEDICAL MASSAGE,DAYTON,OH,USA,39.682756559,-84.169068845
AMERICAN INSTITUTE OF MEDICAL TECHNOLOGY,TULSA,OK,USA,36.0619884120001,-95.9236388749999
VISIBLE MUSIC COLLEGE,MEMPHIS,TN,USA,35.2254570000001,-89.734619
CCI TRAINING CENTER-ARLINGTON,ARLINGTON,TX,USA,32.75582,-97.100336
CHAMPION BEAUTY COLLEGE,HOUSTON,TX,USA,29.98655045,-95.502898753
UNIVERSITY OF THE WEST,ROSEMEAD,CA,USA,34.0459845840001,-118.082963762
MILAN INSTITUTE OF COSMETOLOGY-SAN ANTONIO MILITARY,SAN ANTONIO,TX,USA,29.358222835,-98.500563388
AVERETT UNIVERSITY-NON-TRADITIONAL PROGRAMS,DANVILLE,VA,USA,36.5772572920001,-79.4131953309999
PAUL MITCHELL THE SCHOOL-SAN DIEGO,SAN DIEGO,CA,USA,32.719045356,-117.160779832
MIAMI-JACOBS CAREER COLLEGE-TROY,TROY,OH,USA,40.0289637160001,-84.226144373
FORTIS COLLEGE-CINCINNATI,CINCINNATI,OH,USA,39.283311971,-84.4449686679999
ARGOSY UNIVERSITY-THE ART INSTITUTE OF CALIFORNIA-SACRAMENTO,SACRAMENTO,CA,USA,38.6221096030001,-121.519082812
BLUE CLIFF COLLEGE-FAYETTEVILLE,FAYETTEVILLE,AR,USA,36.0971111690001,-94.1589973279999
THE INSTITUTE OF BEAUTY AND WELLNESS,MILWAUKEE,WI,USA,43.034848358,-87.908455412
INTERCOAST COLLEGES-CARSON,CARSON,CA,USA,33.8331772010001,-118.259112341
CARRINGTON COLLEGE-STOCKTON,STOCKTON,CA,USA,37.9989916530001,-121.323199362
CARRINGTON COLLEGE-CITRUS HEIGHTS,CITRUS HEIGHTS,CA,USA,38.679983049,-121.294210218
AMRIDGE UNIVERSITY,MONTGOMERY,AL,USA,32.36260915,-86.174010054
PIMA MEDICAL INSTITUTE-TUCSON,TUCSON,AZ,USA,32.2502004840001,-110.9213015
REFRIGERATION SCHOOL INC,PHOENIX,AZ,USA,33.4486915050001,-111.989356783
HAIR ACADEMY OF SAFFORD,SAFFORD,AZ,USA,32.8353019200001,-109.727696109
SCOTTSDALE COMMUNITY COLLEGE,SCOTTSDALE,AZ,USA,33.5134276210001,-111.88304679
ARIZONA CHRISTIAN UNIVERSITY,PHOENIX,AZ,USA,33.5951169420001,-112.02621104
EMPIRE BEAUTY SCHOOL-NW PHOENIX,PHOENIX,AZ,USA,33.538093099,-112.118168277
UNIVERSITY OF ARKANSAS AT LITTLE ROCK,LITTLE ROCK,AR,USA,34.7234793170001,-92.340573886
ARKANSAS BAPTIST COLLEGE,LITTLE ROCK,AR,USA,34.7348848450001,-92.290483616
ARKANSAS BEAUTY SCHOOL-LITTLE ROCK,LITTLE ROCK,AR,USA,34.669071129,-92.334814228
LYON COLLEGE,BATESVILLE,AR,USA,35.7781630550001,-91.626187637
